,name,id,birthday,연도,팀,나이,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
855,임기영,62754,1993-04-16,2021,KIA,28,28,0,0,28,8,8,0,0,153.0,85,83,662,155,29.0,1.0,15,45,0,11,129,2,6,4.88,4.02,1.31,91.1,110.6,1.98,-0.13
856,임기영,62754,1993-04-16,2022,KIA,29,26,0,0,23,4,13,1,0,129.1,63,61,555,137,25.0,1.0,18,36,1,5,82,0,2,4.24,4.81,1.34,96.0,85.4,1.66,-0.24
857,임기영,62754,1993-04-16,2023,KIA,30,64,0,0,0,4,4,3,16,82.0,29,27,324,56,8.0,3.0,6,19,1,6,57,0,1,2.96,3.88,0.92,139.4,105.7,2.19,0.38
858,박찬호,62761,1973-06-30,2012,한화,39,23,1,0,23,5,10,0,0,121.0,76,68,552,134,,,11,52,0,11,68,1,4,5.06,4.72,1.54,77.3,82.8,0.4,
859,부시,62833,1979-11-09,2012,SK,33,17,0,0,15,4,6,0,0,81.1,45,40,356,80,,,8,31,1,8,45,0,3,4.43,4.68,1.37,86.1,81.5,0.48,
860,마리오,62859,1984-12-16,2012,SK,28,18,0,0,18,6,3,0,0,95.1,38,36,401,88,,,6,39,2,5,49,1,2,3.4,4.22,1.33,112.1,90.4,1.6,
861,임치영,62868,1988-10-29,2012,SK,24,6,0,0,2,1,0,0,0,10.1,5,5,45,9,,,3,6,0,2,6,1,1,4.35,8.04,1.45,87.5,47.4,-0.08,
862,임치영,62868,1988-10-29,2013,SK,25,2,0,0,0,0,1,0,0,1.0,4,4,9,5,,,0,1,0,0,0,0,0,36.0,6.35,6.0,12.1,68.4,-0.1,
863,임치영,62868,1988-10-29,2017,SK,29,1,0,0,0,0,0,0,0,1.0,1,1,6,3,0.0,0.0,0,0,0,0,1,0,0,9.0,1.74,3.0,55.9,287.2,-0.0,-0.0
864,문승원,62869,1989-11-28,2012,SK,23,2,0,0,0,0,0,0,0,2.0,1,1,9,2,,,0,0,0,1,3,0,0,4.5,1.6,1.0,84.7,237.6,0.05,
865,문승원,62869,1989-11-28,2013,SK,24,16,0,0,1,0,1,0,0,24.1,16,15,107,29,,,5,6,0,3,13,0,1,5.55,6.06,1.44,78.2,71.6,0.09,
866,문승원,62869,1989-11-28,2016,SK,27,20,0,0,12,4,4,0,0,63.2,52,47,306,86,19.0,1.0,12,33,0,3,49,0,2,6.64,6.4,1.87,78.6,82.2,-0.07,-1.59
867,문승원,62869,1989-11-28,2017,SK,28,29,1,0,29,6,12,0,0,155.1,98,92,695,181,32.0,2.0,25,54,1,11,86,1,5,5.33,5.96,1.51,94.4,85.1,1.67,-1.89
868,문승원,62869,1989-11-28,2018,SK,29,31,0,0,27,8,9,1,1,150.2,86,77,656,180,33.0,2.0,24,37,0,4,122,0,4,4.6,5.1,1.44,114.3,104.0,2.41,-1.49
869,문승원,62869,1989-11-28,2019,SK,30,26,0,0,23,11,7,0,2,144.0,63,62,586,130,13.0,5.0,23,33,1,3,99,0,0,3.88,4.83,1.13,109.8,89.6,2.89,0.72
870,문승원,62869,1989-11-28,2020,SK,31,25,1,0,25,6,8,0,0,145.2,64,59,610,136,29.0,0.0,13,45,0,6,117,0,2,3.65,4.16,1.24,132.3,117.1,3.82,0.65
871,문승원,62869,1989-11-28,2021,SSG,32,9,0,0,9,2,2,0,0,50.1,20,16,212,42,14.0,0.0,1,18,0,2,32,0,1,2.86,3.51,1.19,156.8,127.9,1.33,0.31
872,문승원,62869,1989-11-28,2022,SSG,33,23,0,0,0,1,1,3,3,24.2,15,14,112,32,6.0,0.0,3,7,0,2,25,0,0,5.11,3.99,1.58,81.5,106.0,0.01,-0.46
873,문승원,62869,1989-11-28,2023,SSG,34,50,0,0,12,5,8,1,8,105.0,66,61,479,138,27.0,1.0,12,35,1,6,65,0,3,5.23,4.83,1.65,80.0,87.9,0.24,-1.88
874,허건엽,62892,1993-07-24,2014,SK,21,3,0,0,0,0,0,0,0,5.0,0,0,18,3,1.0,0.0,0,2,0,0,1,0,0,0.0,4.66,1.0,,112.1,0.17,0.01
875,허건엽,62892,1993-07-24,2017,SK,24,8,0,0,0,0,0,0,0,8.1,9,8,41,15,2.0,0.0,1,2,0,0,3,0,0,8.64,5.3,2.04,58.3,95.5,-0.1,-0.05
876,황윤호,62908,1993-09-22,2020,KIA,27,1,0,0,0,0,0,0,0,0.1,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0.0,3.56,0.0,,134.3,0.01,0.0
877,황윤호,62908,1993-09-22,2021,KIA,28,1,0,0,0,0,0,0,0,0.2,1,0,4,2,0.0,0.0,0,0,0,0,0,0,0,0.0,3.33,3.0,,133.6,-0.02,0.0
878,김기현,62919,1989-04-03,2014,한화,25,24,0,0,0,0,1,0,1,23.1,21,15,118,38,4.0,0.0,9,7,0,1,15,0,0,5.79,8.61,1.93,93.8,61.4,-0.02,-0.64
879,김기현,62919,1989-04-03,2015,한화,26,54,0,0,0,1,0,0,3,41.1,20,20,187,36,6.0,1.0,5,30,1,3,32,0,5,4.35,5.96,1.6,114.4,82.7,0.81,-0.13
880,김태형,62918,1993-07-07,2018,LG,25,1,0,0,0,0,0,0,0,1.0,4,4,8,2,1.0,0.0,0,4,0,0,0,0,1,36.0,15.83,6.0,14.0,32.4,-0.13,-0.01
881,노건우,62920,1989-10-22,2013,NC,24,38,0,0,10,2,8,0,2,58.0,50,47,268,64,,,9,38,0,2,62,1,6,7.29,5.3,1.76,58.9,81.1,-0.2,
882,노건우,62920,1989-10-22,2014,NC,25,15,0,0,6,1,2,0,1,48.1,25,24,212,44,7.0,2.0,6,28,0,2,37,0,4,4.47,5.8,1.49,116.4,91.0,0.89,-0.42
883,노건우,62920,1989-10-22,2015,NC,26,17,0,0,3,1,2,0,0,23.2,28,28,122,33,4.0,1.0,8,23,0,0,25,0,4,10.65,8.81,2.37,45.0,55.3,-0.73,-0.85
884,노건우,62920,1989-10-22,2018,NC,29,20,0,0,4,1,2,0,0,32.2,29,26,158,35,7.0,1.0,6,29,1,1,36,0,7,7.16,6.68,1.96,72.5,78.8,-0.24,-1.11
885,노건우,62920,1989-10-22,2019,NC,30,5,0,0,0,0,0,0,0,3.2,5,5,21,8,3.0,0.0,1,1,0,0,1,0,1,12.27,7.22,2.46,34.3,58.5,-0.26,-0.12
886,노건우,62920,1989-10-22,2020,삼성,31,45,0,0,0,2,3,0,10,36.1,23,18,166,28,5.0,0.0,3,29,1,2,34,0,7,4.46,5.23,1.57,110.0,92.7,0.34,-0.37
887,노건우,62920,1989-10-22,2021,삼성,32,16,0,0,0,0,2,0,1,19.0,10,10,82,10,1.0,0.0,2,14,0,1,19,0,2,4.74,5.07,1.26,95.3,88.9,0.21,-0.57
888,노건우,62920,1989-10-22,2022,삼성,33,3,0,0,0,0,0,0,0,2.0,1,1,11,2,0.0,0.0,0,3,0,0,2,0,0,4.5,5.84,2.5,92.8,69.1,0.02,-0.09
889,노건우,62920,1989-10-22,2023,삼성,34,16,0,0,0,0,1,0,1,12.1,11,10,65,22,3.0,0.0,3,5,0,1,12,0,1,7.3,6.12,2.19,58.0,69.4,-0.2,-0.53
890,이민호,62929,1993-08-11,2013,NC,20,56,0,0,0,1,3,10,1,66.1,31,31,294,59,,,6,34,0,8,60,0,10,4.21,4.62,1.4,102.1,93.1,1.16,
891,이민호,62929,1993-08-11,2014,NC,21,51,0,0,6,7,2,2,8,88.0,53,49,398,93,22.0,0.0,19,38,2,8,73,0,6,5.01,6.5,1.49,103.8,81.4,1.04,-0.42
892,이민호,62929,1993-08-11,2015,NC,22,64,0,0,6,6,5,0,10,96.0,62,54,436,103,23.0,5.0,15,41,3,6,103,1,8,5.06,4.88,1.5,94.6,99.9,0.57,-1.45
893,이민호,62929,1993-08-11,2016,NC,23,45,0,0,21,9,9,2,3,130.2,90,80,603,159,29.0,3.0,18,55,0,6,102,0,10,5.51,5.42,1.64,92.4,95.1,1.03,-1.25
894,이민호,62929,1993-08-11,2017,NC,24,60,0,0,3,5,1,3,6,88.2,46,40,388,88,21.0,2.0,10,30,4,8,86,0,5,4.06,4.41,1.33,122.1,113.3,1.66,-0.67
895,이민호,62929,1993-08-11,2018,NC,25,50,0,0,0,5,4,14,0,50.0,34,26,224,52,9.0,0.0,8,19,1,3,42,1,2,4.68,5.49,1.42,110.9,95.8,0.15,-1.93
896,이민호,62929,1993-08-11,2019,NC,26,11,0,0,0,0,0,0,0,9.2,7,7,54,14,1.0,0.0,0,9,0,1,4,0,3,6.52,5.68,2.38,64.7,74.1,-0.04,-0.39
897,신재영,62937,1989-11-18,2016,넥센,27,30,0,0,30,15,7,0,0,168.2,76,73,718,192,35.0,6.0,19,21,0,11,99,1,2,3.9,4.65,1.26,134.8,111.3,5.08,1.09
898,신재영,62937,1989-11-18,2017,넥센,28,34,1,1,15,6,7,1,2,125.0,68,63,537,137,31.0,2.0,14,25,1,16,75,0,1,4.54,4.95,1.3,109.6,99.0,2.34,-0.36
899,신재영,62937,1989-11-18,2018,넥센,29,26,0,0,21,8,9,0,1,101.1,80,76,452,133,27.0,2.0,31,23,2,8,53,0,0,6.75,7.62,1.54,76.3,66.4,-0.36,-2.3
900,신재영,62937,1989-11-18,2019,키움,30,12,0,0,6,1,0,0,0,29.1,14,12,132,34,14.0,2.0,1,9,0,4,21,0,1,3.68,3.74,1.47,112.4,111.0,0.37,0.27
901,신재영,62937,1989-11-18,2020,키움,31,7,0,0,0,0,0,0,0,5.0,8,7,34,13,4.0,1.0,2,4,0,0,1,0,0,12.6,10.76,3.4,37.4,42.6,-0.3,-0.49
902,신재영,62937,1989-11-18,2021,SSG,32,20,0,0,1,0,0,0,0,28.1,18,18,124,35,5.0,1.0,3,2,0,4,27,0,1,5.72,3.44,1.31,78.5,133.3,0.05,-0.54
903,신재영,62937,1989-11-18,2022,SSG,33,4,0,0,0,0,0,0,0,4.1,6,6,21,9,2.0,0.0,2,0,0,0,4,0,1,12.46,7.49,2.08,33.4,57.4,-0.17,-0.04
904,이형범,62951,1994-02-27,2013,NC,19,2,0,0,0,0,0,0,0,4.2,4,4,22,8,,,1,3,0,0,2,0,0,7.71,7.21,2.36,55.7,59.6,-0.03,
905,이형범,62951,1994-02-27,2017,NC,23,14,0,0,4,1,2,0,0,29.1,12,10,126,26,4.0,1.0,2,13,0,5,14,0,4,3.07,5.51,1.33,161.6,90.8,0.47,-0.35
906,이형범,62951,1994-02-27,2018,NC,24,23,0,0,4,1,1,0,0,54.0,36,31,238,62,11.0,0.0,5,24,2,1,22,0,3,5.17,5.5,1.59,100.5,95.5,0.42,-0.42
907,이형범,62951,1994-02-27,2019,두산,25,67,0,0,0,6,3,19,10,61.0,25,18,258,57,6.0,0.0,4,19,2,9,31,0,2,2.66,4.52,1.25,154.6,90.5,1.21,1.23
908,이형범,62951,1994-02-27,2020,두산,26,27,0,0,0,1,2,1,1,25.2,22,22,122,30,6.0,0.0,5,16,2,2,13,0,1,7.71,6.95,1.79,60.1,65.9,-0.39,-2.18
909,이형범,62951,1994-02-27,2021,두산,27,4,0,0,0,0,0,0,0,2.2,2,0,16,2,0.0,0.0,0,5,0,1,2,0,0,0.0,8.58,2.63,,51.4,-0.04,-0.55
910,이형범,62951,1994-02-27,2022,두산,28,31,0,0,0,0,1,0,0,31.0,17,15,142,34,7.0,0.0,1,11,0,4,17,0,2,4.35,4.11,1.45,91.4,98.2,0.28,-0.89
911,이형범,62951,1994-02-27,2023,두산,29,23,0,0,0,1,0,0,1,27.2,23,20,134,40,10.0,0.0,2,12,0,3,13,0,2,6.51,5.07,1.88,62.6,80.0,-0.25,-0.32
912,최금강,62966,1989-04-26,2013,NC,24,30,0,0,0,0,2,0,4,33.2,17,16,158,32,,,0,20,0,4,33,0,6,4.28,3.53,1.55,100.4,121.8,0.72,
913,최금강,62966,1989-04-26,2014,NC,25,4,0,0,0,0,0,0,0,5.0,5,5,24,9,1.0,0.0,0,2,0,0,4,0,0,9.0,3.46,2.2,57.8,151.9,0.06,-0.09
914,최금강,62966,1989-04-26,2015,NC,26,78,0,0,0,6,5,1,14,89.2,40,37,384,77,12.0,1.0,11,37,2,11,61,0,12,3.71,5.39,1.27,129.0,90.6,1.81,-1.05
915,최금강,62966,1989-04-26,2016,NC,27,52,0,0,11,11,4,2,4,108.0,65,60,486,123,23.0,2.0,13,36,0,8,84,2,6,5.0,5.02,1.47,101.8,102.6,1.34,-0.57
916,최금강,62966,1989-04-26,2017,NC,28,39,0,0,13,5,3,0,0,89.2,79,73,418,111,16.0,0.0,15,34,0,12,51,0,12,7.33,6.31,1.62,67.7,79.5,-0.96,-1.33
917,최금강,62966,1989-04-26,2018,NC,29,19,0,0,4,0,1,0,1,37.1,36,35,183,51,10.0,0.0,8,22,0,2,18,1,3,8.44,7.58,1.96,61.5,69.6,-0.33,-0.79
918,최금강,62966,1989-04-26,2021,NC,32,20,0,0,0,2,1,1,0,28.0,14,14,129,29,6.0,0.0,4,17,0,2,25,0,3,4.5,5.44,1.64,100.9,83.2,0.41,-0.36
919,안성무,63027,1990-12-14,2017,삼성,27,5,0,0,3,1,1,0,0,11.2,10,10,58,14,3.0,0.0,2,10,0,1,8,0,1,7.71,7.42,2.06,65.8,67.9,-0.1,-0.43
920,안성무,63027,1990-12-14,2018,삼성,28,2,0,0,0,0,0,0,0,2.1,3,3,11,3,0.0,0.0,2,1,0,0,5,0,0,11.57,11.98,1.71,45.8,44.8,-0.03,-0.0
921,류원석,63103,1989-11-18,2020,LG,31,4,0,0,1,0,1,0,0,4.2,14,6,37,8,3.0,0.0,1,11,0,4,5,0,0,11.57,13.84,4.07,40.0,33.5,-0.58,-0.45
922,류원석,63103,1989-11-18,2021,LG,32,6,0,0,0,0,0,0,0,6.0,4,4,28,1,1.0,0.0,0,9,0,1,8,0,0,6.0,5.67,1.67,71.9,78.0,0.0,0.04
923,류원석,63103,1989-11-18,2023,한화,34,1,0,0,0,0,0,0,0,2.0,1,1,8,1,0.0,0.0,0,0,0,1,1,0,1,4.5,3.94,0.5,92.3,105.7,0.03,0.0
924,조근종,63104,1990-05-16,2017,KT,27,1,0,0,0,0,0,0,0,2.0,5,5,13,6,1.0,0.0,1,1,0,0,5,0,0,22.5,6.74,3.5,22.5,74.4,-0.12,-0.02
925,조근종,63104,1990-05-16,2019,KT,29,10,0,0,0,0,0,0,1,10.2,7,7,53,15,2.0,0.0,1,5,1,2,6,0,0,5.91,5.18,1.88,70.1,79.5,-0.06,0.12
926,류제국,63111,1983-05-30,2013,LG,30,20,0,0,20,12,2,0,0,111.2,50,48,485,109,,,11,50,0,9,88,1,7,3.87,4.64,1.42,109.7,91.5,1.94,
927,류제국,63111,1983-05-30,2014,LG,31,27,0,0,27,9,7,0,0,147.2,100,84,661,146,29.0,6.0,13,58,3,13,128,0,9,5.12,4.65,1.38,96.7,108.5,2.31,-2.26
928,류제국,63111,1983-05-30,2015,LG,32,24,0,0,23,4,9,0,0,130.0,72,69,572,134,20.0,3.0,16,55,1,14,88,0,16,4.78,5.43,1.45,98.2,85.8,2.37,-0.78
929,류제국,63111,1983-05-30,2016,LG,33,29,1,1,29,13,11,0,0,161.1,83,77,701,152,25.0,0.0,14,70,0,21,138,0,13,4.3,4.9,1.38,118.4,102.5,3.7,-0.55
930,류제국,63111,1983-05-30,2017,LG,34,25,0,0,25,8,6,0,0,131.1,87,78,591,140,32.0,2.0,10,55,0,19,107,0,15,5.35,4.79,1.49,90.6,101.6,0.24,-2.03
931,류제국,63111,1983-05-30,2019,LG,36,11,0,0,11,0,2,0,0,53.1,27,25,243,57,7.0,2.0,5,26,1,4,31,0,2,4.22,5.09,1.56,97.3,79.9,0.59,-0.58
932,이윤학,63137,1994-06-18,2015,KT,21,2,0,0,0,0,0,0,0,3.0,8,8,20,9,3.0,0.0,2,2,0,0,4,0,0,24.0,11.62,3.67,20.9,41.2,-0.21,-0.06
933,배재준,63145,1994-11-24,2018,LG,24,16,0,0,5,1,0,0,0,38.2,24,19,174,34,11.0,1.0,3,20,0,1,41,0,3,4.42,4.35,1.4,114.1,115.9,0.41,-0.48
934,배재준,63145,1994-11-24,2019,LG,25,19,0,0,12,3,4,0,0,62.0,42,36,282,61,17.0,1.0,3,33,0,8,44,0,3,5.23,4.6,1.52,78.6,89.1,-0.34,-0.63
935,배재준,63145,1994-11-24,2021,LG,27,15,0,0,6,2,2,0,0,32.2,17,15,151,42,10.0,0.0,1,13,0,3,23,0,1,4.13,3.79,1.68,104.4,115.7,0.3,-0.48
936,배재준,63145,1994-11-24,2022,LG,28,17,0,0,5,0,1,0,0,31.1,11,8,129,22,4.0,2.0,0,15,0,4,23,0,0,2.3,3.69,1.18,173.0,110.8,0.72,0.43
937,배재준,63145,1994-11-24,2023,LG,29,1,0,0,0,0,0,0,0,1.0,2,2,6,2,0.0,1.0,0,1,0,0,0,0,1,18.0,6.44,3.0,22.7,64.2,-0.06,-0.0
938,올슨,63230,1983-10-18,2013,두산,30,10,0,0,10,1,1,0,0,38.2,30,28,180,41,,,2,27,0,5,35,0,5,6.52,4.69,1.76,65.3,90.6,0.05,
939,핸킨스,63229,1983-07-01,2013,두산,30,12,0,0,10,3,3,0,0,60.2,42,42,273,79,,,5,21,0,3,30,1,1,6.23,4.62,1.65,68.3,92.1,0.36,
940,함덕주,63248,1995-01-13,2013,두산,18,3,0,0,0,0,0,0,0,1.1,5,5,12,6,,,0,2,0,0,2,0,2,33.75,4.85,6.0,12.6,87.7,-0.13,
941,함덕주,63248,1995-01-13,2014,두산,19,31,0,0,0,1,0,0,2,26.1,13,13,111,24,8.0,0.0,2,12,0,1,23,0,2,4.44,4.58,1.37,111.3,110.8,0.6,-0.14
942,함덕주,63248,1995-01-13,2015,두산,20,68,0,0,0,7,2,2,16,61.2,30,25,278,52,10.0,1.0,4,46,1,2,76,1,2,3.65,4.28,1.59,128.5,111.0,1.35,3.07
943,함덕주,63248,1995-01-13,2016,두산,21,15,0,0,0,0,0,0,0,8.2,6,6,46,10,3.0,0.0,0,11,1,0,7,0,2,6.23,5.64,2.42,82.0,91.2,0.03,-0.24
944,함덕주,63248,1995-01-13,2017,두산,22,35,0,0,24,9,8,0,2,137.1,61,56,598,128,27.0,1.0,8,64,2,4,139,1,3,3.67,3.91,1.4,131.2,124.2,3.22,0.52
945,함덕주,63248,1995-01-13,2018,두산,23,62,0,0,0,6,3,27,3,67.0,23,22,293,58,9.0,1.0,4,37,3,4,75,0,4,2.96,4.07,1.42,171.0,124.8,2.95,1.58
946,함덕주,63248,1995-01-13,2019,두산,24,61,0,0,0,2,5,16,7,54.2,24,21,236,39,7.0,1.0,6,34,4,1,48,0,2,3.46,4.78,1.34,118.7,84.8,0.82,1.14
947,함덕주,63248,1995-01-13,2020,두산,25,36,0,0,6,5,1,10,2,55.1,25,24,240,55,7.0,0.0,2,21,2,0,55,0,7,3.9,3.07,1.37,118.7,152.5,1.34,-0.39
948,함덕주,63248,1995-01-13,2021,LG,26,16,0,0,3,1,2,0,1,21.0,11,10,98,20,2.0,1.0,2,13,1,3,18,0,2,4.29,5.0,1.57,100.6,86.3,0.2,-0.43
949,함덕주,63248,1995-01-13,2022,LG,27,13,0,0,0,0,0,0,0,12.2,3,3,58,9,2.0,0.0,0,11,0,1,13,0,0,2.13,4.13,1.58,186.5,99.2,0.42,-0.06
950,함덕주,63248,1995-01-13,2023,LG,28,57,0,0,0,4,0,4,16,55.2,12,10,222,32,9.0,1.0,1,22,1,2,59,0,0,1.62,2.8,0.97,252.5,148.0,2.63,2.27
951,유창준,63295,1989-07-25,2013,두산,24,5,0,0,1,0,1,0,0,9.0,4,4,38,9,,,1,3,0,0,5,1,1,4.0,4.68,1.33,106.3,90.8,0.17,
952,유창준,63295,1989-07-25,2014,두산,25,4,0,0,0,0,0,0,1,4.0,5,5,24,9,2.0,0.0,0,4,0,0,1,0,0,11.25,6.36,3.25,44.0,82.0,-0.03,-0.03
953,조성운,63348,1989-10-02,2018,넥센,29,25,0,0,0,0,0,0,0,26.2,24,22,128,35,6.0,1.0,6,13,0,0,25,0,3,7.43,6.35,1.8,69.4,80.0,-0.09,-0.61
954,조성운,63348,1989-10-02,2019,키움,30,5,0,0,0,0,0,0,0,5.0,4,4,25,9,1.0,0.0,0,2,0,0,3,0,0,7.2,3.4,2.2,57.5,122.6,-0.04,-0.14
955,조성운,63348,1989-10-02,2020,키움,31,42,0,0,0,1,1,0,1,45.0,30,27,201,48,11.0,1.0,6,19,1,2,29,0,2,5.4,5.33,1.49,87.4,86.8,0.23,-0.78
956,조상우,63342,1994-09-04,2013,넥센,19,5,0,0,0,0,0,0,0,8.0,4,4,40,11,,,0,5,0,0,7,0,1,4.5,3.47,2.0,96.8,125.4,0.17,
957,조상우,63342,1994-09-04,2014,넥센,20,48,0,0,0,6,2,0,11,69.1,21,19,280,53,9.0,0.0,2,29,0,3,73,1,6,2.47,3.51,1.18,213.8,149.7,3.15,0.56
958,조상우,63342,1994-09-04,2015,넥센,21,70,0,0,0,8,5,5,19,93.1,36,32,382,65,15.0,2.0,4,41,1,6,89,0,7,3.09,3.74,1.14,161.3,131.8,3.36,0.55
959,조상우,63342,1994-09-04,2017,넥센,23,13,0,0,7,5,3,0,2,44.1,25,24,198,53,13.0,0.0,3,15,0,1,45,0,0,4.87,3.67,1.53,102.1,134.5,0.61,-0.41
960,조상우,63342,1994-09-04,2018,넥센,24,18,0,0,0,1,2,9,0,19.0,11,8,78,16,4.0,1.0,1,6,0,2,23,0,0,3.79,3.36,1.16,136.0,152.7,0.28,-0.8
961,조상우,63342,1994-09-04,2019,키움,25,48,0,0,0,2,4,20,8,47.1,15,14,192,45,3.0,0.0,3,8,0,2,46,0,1,2.66,2.92,1.12,155.5,141.0,1.75,2.1
962,조상우,63342,1994-09-04,2020,키움,26,53,0,0,0,5,3,33,0,54.1,15,13,232,50,5.0,0.0,3,18,2,2,64,0,1,2.15,2.91,1.25,219.1,159.0,2.98,1.61
963,조상우,63342,1994-09-04,2021,키움,27,44,0,0,0,6,5,15,5,44.0,18,17,187,30,5.0,0.0,4,19,2,2,47,0,2,3.48,3.67,1.11,127.5,116.9,1.19,1.02
964,밴덴헐크,63432,1985-05-22,2013,삼성,28,24,0,0,24,7,9,0,0,143.2,67,63,612,127,,,11,48,0,11,137,0,3,3.95,3.67,1.22,108.5,116.8,3.3,
965,밴덴헐크,63432,1985-05-22,2014,삼성,29,25,1,0,25,13,4,0,0,152.2,54,54,622,125,30.0,1.0,15,45,0,5,180,0,4,3.18,3.76,1.11,166.1,139.7,6.0,1.9
966,로드리게스,63462,1987-12-13,2013,삼성,26,11,0,0,11,3,5,0,0,57.1,29,28,249,49,,,6,30,0,2,46,1,3,4.4,4.78,1.38,97.5,89.6,0.81,
967,윤대경,63464,1994-04-09,2020,한화,26,55,0,0,0,5,0,0,7,51.0,16,9,225,48,7.0,0.0,3,25,3,3,42,0,1,1.59,4.14,1.43,297.7,115.5,2.2,0.61
968,윤대경,63464,1994-04-09,2021,한화,27,43,0,0,9,2,5,0,7,77.2,35,34,337,73,13.0,0.0,8,34,2,6,54,0,3,3.94,4.75,1.38,111.2,93.8,1.5,0.86
969,윤대경,63464,1994-04-09,2022,한화,28,25,0,0,14,4,9,0,0,75.1,63,62,349,106,22.0,2.0,6,17,0,7,51,0,5,7.41,3.98,1.63,54.7,102.6,-1.37,-2.23
970,윤대경,63464,1994-04-09,2023,한화,29,47,0,0,0,5,1,0,2,47.2,18,13,199,36,9.0,1.0,4,19,0,6,28,0,2,2.45,4.93,1.15,169.2,84.2,1.11,0.58
971,카리대,63465,1983-10-28,2013,삼성,30,3,0,0,1,0,1,0,0,2.1,7,7,21,8,,,0,6,0,0,1,0,1,27.0,10.21,6.0,15.9,42.0,-0.25,
972,이재익,63492,1994-03-18,2020,삼성,26,4,0,0,0,0,0,0,0,0.2,11,10,13,8,3.0,0.0,2,2,0,0,1,0,0,135.0,48.56,15.0,3.6,10.4,-0.43,-0.04
973,이재익,63492,1994-03-18,2021,삼성,27,11,0,0,0,2,0,0,0,10.0,6,5,51,11,0.0,0.0,1,12,1,0,5,0,0,4.5,6.93,2.3,100.3,65.1,0.07,-0.22
974,이재익,63492,1994-03-18,2022,삼성,28,42,0,0,0,3,2,0,7,33.1,25,22,149,41,7.0,0.0,4,9,0,1,21,0,0,5.94,4.54,1.5,70.3,91.5,-0.26,-0.78
975,이재익,63492,1994-03-18,2023,삼성,29,51,0,0,0,1,3,0,11,41.0,19,18,181,46,5.0,1.0,3,17,3,0,26,0,3,3.95,4.15,1.54,107.2,101.3,0.77,-0.71
976,박진형,63512,1994-06-10,2015,롯데,21,2,0,0,0,0,0,0,0,1.1,0,0,6,2,1.0,0.0,0,0,0,0,1,0,0,0.0,2.12,1.5,,227.3,0.05,0.0
977,박진형,63512,1994-06-10,2016,롯데,22,39,0,0,14,6,2,0,3,93.0,65,60,438,101,28.0,2.0,9,54,0,13,78,1,6,5.81,5.53,1.67,90.0,94.2,0.74,-2.53
978,박진형,63512,1994-06-10,2017,롯데,23,45,0,0,9,4,4,2,10,88.0,51,50,391,88,19.0,0.0,8,47,2,4,95,2,6,5.11,4.43,1.53,98.5,113.5,1.39,0.34
979,박진형,63512,1994-06-10,2018,롯데,24,13,0,0,0,3,2,0,1,13.0,12,9,69,23,3.0,3.0,1,8,0,1,11,0,0,6.23,5.22,2.39,83.7,100.0,-0.33,-1.4
980,박진형,63512,1994-06-10,2019,롯데,25,41,0,0,0,2,1,5,5,40.1,19,18,169,40,3.0,0.0,6,11,3,0,40,0,5,4.02,3.95,1.26,104.4,106.5,0.76,-1.02
981,박진형,63512,1994-06-10,2020,롯데,26,53,0,0,0,1,4,0,17,42.2,27,27,194,56,15.0,2.0,7,13,2,4,50,0,3,5.7,4.4,1.62,85.5,109.3,0.38,-1.18
982,박진형,63512,1994-06-10,2021,롯데,27,22,0,0,0,2,1,0,0,16.0,14,14,81,25,6.0,2.0,1,10,1,0,23,0,0,7.88,2.96,2.19,57.7,150.5,-0.22,-0.43
983,구승민,63543,1990-06-12,2014,롯데,24,1,0,0,0,0,0,0,0,0.2,0,0,1,0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.86,0.0,,,0.0,0.0
984,구승민,63543,1990-06-12,2015,롯데,25,11,0,0,3,0,2,0,0,29.0,33,33,140,46,4.0,2.0,9,9,0,2,20,0,4,10.24,7.41,1.9,49.2,67.7,-0.58,-0.58
985,구승민,63543,1990-06-12,2018,롯데,28,64,0,0,0,7,4,0,14,73.2,33,30,307,62,15.0,0.0,12,31,6,3,75,1,2,3.67,5.06,1.26,142.3,103.6,2.2,-0.26
986,구승민,63543,1990-06-12,2019,롯데,29,41,0,0,0,1,4,2,6,36.0,29,25,180,45,5.0,0.0,5,21,6,3,43,0,7,6.25,4.32,1.83,67.1,96.6,-0.83,-2.01
987,구승민,63543,1990-06-12,2020,롯데,30,57,0,0,0,5,2,0,20,60.1,25,24,238,40,9.0,0.0,8,26,2,0,58,0,1,3.58,4.55,1.09,136.1,105.5,1.94,0.94
988,구승민,63543,1990-06-12,2021,롯데,31,68,0,0,0,6,5,0,20,62.1,30,30,262,47,7.0,2.0,5,31,0,4,65,1,4,4.33,3.97,1.25,104.9,112.4,1.27,0.3
989,구승민,63543,1990-06-12,2022,롯데,32,73,0,0,0,2,4,0,25,62.0,20,20,263,46,8.0,1.0,3,35,4,1,77,0,7,2.9,3.03,1.31,143.4,135.2,2.42,1.07
990,구승민,63543,1990-06-12,2023,롯데,33,67,0,0,0,2,6,3,22,63.2,32,28,289,65,8.0,0.0,4,29,0,5,66,0,2,3.96,3.79,1.48,105.1,108.6,0.86,-0.45
