name,id,birthday,연도,팀,나이,P,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
최원준,66606,1997-03-23,2016,KIA,19,RF,14,25,24,5,11,1,0,1,15,4,1,1,0,0,0,3,0,1,0,0.458,0.458,0.625,1.083,0.467,168.8,0.35,0.49
최원준,66606,1997-03-23,2017,KIA,20,3B,72,174,156,27,48,15,0,3,72,27,3,2,10,2,0,20,2,3,3,0.308,0.351,0.462,0.812,0.352,102.8,0.56,0.33
최원준,66606,1997-03-23,2018,KIA,21,SS,101,331,302,46,82,14,1,4,110,32,10,4,20,4,0,58,4,4,1,0.272,0.324,0.364,0.688,0.308,73.7,0.28,1.02
최원준,66606,1997-03-23,2019,KIA,22,3B,90,255,232,33,46,11,3,1,66,18,8,4,16,4,0,51,4,2,1,0.198,0.261,0.284,0.545,0.256,46.6,-0.65,-1.6
최원준,66606,1997-03-23,2020,KIA,23,CF,123,412,359,72,117,16,6,2,151,35,14,3,33,6,0,35,1,9,5,0.326,0.387,0.421,0.808,0.365,113.3,2.49,2.31
최원준,66606,1997-03-23,2021,KIA,24,RF,143,668,589,82,174,21,6,4,219,44,40,13,61,11,0,68,7,4,3,0.295,0.371,0.372,0.742,0.354,108.6,3.14,1.24
최원준,66606,1997-03-23,2023,KIA,26,1B,67,274,238,37,60,11,2,1,78,23,13,5,31,0,0,39,5,5,0,0.252,0.338,0.328,0.666,0.316,90.2,0.69,0.53
전상현,66609,1996-04-18,2016,KIA,20,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
전상현,66609,1996-04-18,2019,KIA,23,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김규성,66614,1997-03-08,2020,KIA,23,2B,103,182,157,21,28,2,1,3,41,11,2,1,13,1,0,40,1,11,0,0.178,0.246,0.261,0.507,0.226,21.6,-1.0,-1.85
김규성,66614,1997-03-08,2021,KIA,24,SS,54,41,36,8,5,1,0,0,6,2,0,1,5,0,0,17,0,0,0,0.139,0.244,0.167,0.411,0.216,15.5,-0.28,-0.5
김규성,66614,1997-03-08,2022,KIA,25,2B,70,52,50,14,9,0,1,1,14,4,0,0,1,0,0,12,0,1,0,0.18,0.196,0.28,0.476,0.213,22.3,-0.25,-0.58
김규성,66614,1997-03-08,2023,KIA,26,2B,99,177,158,29,37,6,1,2,51,11,6,2,13,1,0,43,2,5,0,0.234,0.297,0.323,0.619,0.287,71.2,0.34,-1.01
류승현,66615,1997-07-01,2018,KIA,21,3B,35,85,75,9,23,3,1,1,31,13,0,0,7,1,0,12,2,1,1,0.307,0.369,0.413,0.782,0.347,99.6,0.34,0.36
류승현,66615,1997-07-01,2019,KIA,22,1B,57,163,150,14,38,8,1,0,48,14,3,2,9,4,0,29,3,0,0,0.253,0.313,0.32,0.633,0.301,77.1,0.05,-0.12
류승현,66615,1997-07-01,2022,KIA,25,,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.07,0.15
김현준,66630,1997-06-05,2020,KIA,23,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.0,0.02
헥터,66643,1987-01-26,2016,KIA,29,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
헥터,66643,1987-01-26,2018,KIA,31,P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.02
이진영,66657,1997-07-21,2016,KIA,19,RF,17,33,29,4,4,0,0,0,4,2,1,1,3,0,0,10,1,1,0,0.138,0.219,0.138,0.357,0.182,-15.8,-0.37,-0.5
이진영,66657,1997-07-21,2017,KIA,20,LF,18,8,5,3,2,0,0,0,2,0,0,1,1,2,0,1,0,0,0,0.4,0.625,0.4,1.025,0.512,209.4,0.12,-0.19
이진영,66657,1997-07-21,2019,KIA,22,RF,11,15,15,1,2,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0.133,0.133,0.133,0.267,0.126,-42.1,-0.19,-0.14
이진영,66657,1997-07-21,2020,KIA,23,,32,27,22,4,5,1,0,0,6,5,1,0,5,0,0,9,1,0,0,0.227,0.37,0.273,0.643,0.323,84.3,0.1,-0.01
이진영,66657,1997-07-21,2021,KIA,24,CF,17,47,40,8,8,2,1,2,18,5,1,0,3,4,0,22,0,0,0,0.2,0.319,0.45,0.769,0.353,108.2,0.26,0.0
이진영,66657,1997-07-21,2022,한화,25,RF,70,240,220,27,44,12,1,8,82,31,2,2,17,0,0,90,4,0,3,0.2,0.254,0.373,0.627,0.283,71.1,-0.18,-1.9
이진영,66657,1997-07-21,2023,한화,26,RF,121,422,358,57,89,22,0,10,141,50,5,0,53,2,0,127,4,4,5,0.249,0.345,0.394,0.738,0.343,108.8,1.93,1.58
신범수,66662,1998-01-25,2018,KIA,20,C,19,26,25,0,4,2,1,0,8,4,0,0,0,0,0,7,1,0,1,0.16,0.154,0.32,0.474,0.19,-5.9,-0.2,-0.18
신범수,66662,1998-01-25,2019,KIA,21,C,39,65,57,4,12,5,0,2,23,7,0,0,7,1,0,14,1,0,0,0.211,0.308,0.404,0.711,0.327,96.2,0.34,-0.08
신범수,66662,1998-01-25,2022,KIA,24,C,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.07,-0.07
신범수,66662,1998-01-25,2023,KIA,25,C,36,100,88,7,15,3,0,2,24,10,0,0,7,2,0,19,3,2,1,0.17,0.245,0.273,0.518,0.244,41.6,-0.15,-1.0
이시원,66702,1996-07-24,2016,한화,20,RF,17,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,-0.04,-0.06
이시원,66702,1996-07-24,2017,한화,21,CF,67,145,131,23,29,0,0,0,29,2,4,2,5,1,0,15,2,8,0,0.221,0.256,0.221,0.477,0.216,12.1,-0.88,-1.03
이시원,66702,1996-07-24,2018,한화,22,LF,28,50,46,6,11,1,0,1,15,2,0,1,3,1,0,8,1,0,0,0.239,0.3,0.326,0.626,0.286,57.6,-0.17,-0.33
이시원,66702,1996-07-24,2019,한화,23,LF,14,31,31,3,9,1,0,0,10,4,3,0,0,0,0,8,1,0,0,0.29,0.29,0.323,0.613,0.286,72.1,0.02,0.05
이시원,66702,1996-07-24,2020,한화,24,CF,37,39,38,5,4,0,0,0,4,1,0,0,0,1,0,14,0,0,0,0.105,0.128,0.105,0.234,0.116,-48.3,-0.58,-0.58
이시원,66702,1996-07-24,2021,한화,25,CF,33,62,53,8,10,1,0,0,11,2,2,2,3,2,0,12,2,4,0,0.189,0.259,0.208,0.466,0.221,21.5,-0.37,-0.51
이시원,66702,1996-07-24,2022,KT,26,RF,31,16,15,6,2,0,0,0,2,1,2,0,0,1,0,4,0,0,0,0.133,0.188,0.133,0.321,0.165,-11.5,-0.09,-0.05
이시원,66702,1996-07-24,2023,KT,27,RF,29,32,29,4,4,0,0,0,4,1,0,1,2,0,0,6,0,1,0,0.138,0.194,0.138,0.332,0.165,-13.9,-0.41,-0.13
김태연,66704,1997-06-10,2017,한화,20,3B,12,22,21,1,1,0,0,1,4,2,0,0,1,0,0,11,0,0,0,0.048,0.091,0.19,0.281,0.12,-55.1,-0.33,-0.31
김태연,66704,1997-06-10,2018,한화,21,3B,24,30,26,7,5,1,0,0,6,2,0,1,3,0,0,8,0,1,0,0.192,0.276,0.231,0.507,0.237,25.6,-0.1,0.14
김태연,66704,1997-06-10,2019,한화,22,3B,9,6,4,0,1,1,0,0,2,0,0,0,2,0,0,2,0,0,0,0.25,0.5,0.5,1.0,0.46,185.5,0.09,-0.0
김태연,66704,1997-06-10,2021,한화,24,3B,53,220,176,29,53,12,0,3,74,34,5,3,34,5,0,44,4,0,5,0.301,0.418,0.42,0.839,0.397,138.8,1.91,1.99
김태연,66704,1997-06-10,2022,한화,25,3B,119,464,404,46,97,18,0,7,136,53,3,2,48,5,1,106,9,3,4,0.24,0.325,0.337,0.662,0.31,89.1,0.95,-1.45
김태연,66704,1997-06-10,2023,한화,26,RF,91,280,245,25,64,13,0,4,89,26,5,1,27,3,1,59,3,1,4,0.261,0.337,0.363,0.7,0.329,99.2,0.75,0.03
박상언,66707,1997-03-03,2017,한화,20,C,4,4,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.0,0.5,0.0,0.5,0.364,106.1,0.02,-0.01
박상언,66707,1997-03-03,2019,한화,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
박상언,66707,1997-03-03,2020,한화,23,C,38,47,46,4,10,3,0,0,13,2,0,0,0,1,0,16,1,0,0,0.217,0.234,0.283,0.517,0.239,32.6,-0.1,-0.28
박상언,66707,1997-03-03,2021,한화,24,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.02,-0.0
박상언,66707,1997-03-03,2022,한화,25,C,56,151,134,16,30,5,1,4,49,17,0,3,11,0,0,28,2,5,1,0.224,0.281,0.366,0.647,0.287,73.4,0.32,-0.83
박상언,66707,1997-03-03,2023,한화,26,C,86,161,145,13,29,5,1,1,39,13,1,2,10,1,0,38,6,3,2,0.2,0.253,0.269,0.522,0.245,43.0,-0.23,-1.48
장진혁,66706,1993-09-30,2018,한화,25,LF,50,48,42,9,9,4,1,0,15,2,1,2,4,2,0,11,0,0,0,0.214,0.313,0.357,0.67,0.304,69.2,-0.2,0.03
장진혁,66706,1993-09-30,2019,한화,26,CF,113,349,315,42,80,16,5,1,109,24,13,5,26,5,0,74,4,2,1,0.254,0.32,0.346,0.666,0.312,88.2,0.61,-0.72
장진혁,66706,1993-09-30,2020,한화,27,RF,19,37,32,2,5,0,1,0,7,1,2,1,5,0,0,6,0,0,0,0.156,0.27,0.219,0.489,0.244,36.7,-0.21,-0.21
장진혁,66706,1993-09-30,2022,한화,29,RF,41,132,116,11,27,2,0,2,35,17,2,1,12,0,0,28,1,1,3,0.233,0.298,0.302,0.599,0.281,68.9,-0.1,-0.99
장진혁,66706,1993-09-30,2023,한화,30,CF,68,178,162,24,36,5,1,0,43,12,5,4,15,0,0,41,3,0,1,0.222,0.287,0.265,0.552,0.269,59.3,-0.18,-0.69
강상원,66710,1997-05-05,2017,한화,20,LF,33,14,14,7,3,1,0,0,4,1,0,0,0,0,0,5,0,0,0,0.214,0.214,0.286,0.5,0.222,16.8,-0.07,0.04
강상원,66710,1997-05-05,2018,한화,21,RF,6,7,6,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0.0,0.143,0.0,0.143,0.104,-63.9,-0.11,-0.04
강상원,66710,1997-05-05,2021,한화,24,CF,35,49,37,7,4,0,0,0,4,2,3,0,9,1,0,11,0,2,0,0.108,0.298,0.108,0.406,0.229,26.0,-0.21,-0.23
강상원,66710,1997-05-05,2022,한화,25,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김인환,66715,1994-01-28,2018,한화,24,,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-130.7,-0.16,-0.02
김인환,66715,1994-01-28,2019,한화,25,1B,18,46,42,1,9,1,0,0,10,2,0,0,2,0,0,9,0,0,2,0.214,0.239,0.238,0.477,0.224,28.1,-0.38,-0.33
김인환,66715,1994-01-28,2022,한화,28,1B,113,429,398,48,104,14,0,16,166,54,2,0,24,3,2,111,4,0,4,0.261,0.305,0.417,0.722,0.327,100.3,0.73,-1.43
김인환,66715,1994-01-28,2023,한화,29,1B,112,365,325,34,73,16,0,7,110,42,1,0,35,2,2,91,4,0,3,0.225,0.301,0.338,0.64,0.301,80.2,-0.33,-0.92
정경운,66716,1993-08-09,2017,한화,24,SS,46,121,106,8,25,2,1,1,32,7,2,0,9,0,0,24,2,4,2,0.236,0.291,0.302,0.593,0.264,44.1,-0.23,-1.42
정경운,66716,1993-08-09,2018,한화,25,2B,22,16,15,1,1,0,0,0,1,2,0,0,0,0,0,7,1,0,1,0.067,0.063,0.067,0.129,0.057,-92.5,-0.32,-0.42
로사리오,66740,1989-02-23,2016,한화,27,1B,127,532,492,78,158,31,2,33,292,120,1,3,33,4,3,90,16,1,2,0.321,0.367,0.594,0.961,0.411,131.0,3.01,3.53
로사리오,66740,1989-02-23,2017,한화,28,1B,119,510,445,100,151,30,1,37,294,111,10,5,50,10,4,61,12,0,5,0.339,0.414,0.661,1.074,0.45,165.3,5.2,3.91
김주현,66749,1993-12-21,2016,한화,23,,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,-0.08,-0.01
김주현,66749,1993-12-21,2017,한화,24,1B,24,43,34,3,9,2,0,0,11,3,0,0,8,1,0,15,0,0,0,0.265,0.419,0.324,0.742,0.362,109.8,0.01,0.06
김주현,66749,1993-12-21,2021,롯데,28,DH,8,17,16,1,4,0,0,0,4,0,0,0,1,0,0,6,0,0,0,0.25,0.294,0.25,0.544,0.269,51.5,-0.06,-0.34
노관현,66804,1993-10-18,2017,KIA,24,,9,6,6,0,3,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0.5,0.5,0.5,1.0,0.464,175.0,0.08,-0.03
고메즈,66805,1988-03-05,2016,SK,28,SS,117,492,456,74,129,31,0,21,223,62,16,8,25,5,2,87,11,2,4,0.283,0.325,0.489,0.814,0.353,95.5,2.19,-0.08
라라,66825,1988-12-20,2016,SK,28,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
임석진,66833,1997-10-10,2016,SK,19,,11,12,11,3,2,0,0,0,2,0,0,0,1,0,0,6,0,0,0,0.182,0.25,0.182,0.432,0.22,10.2,-0.09,-0.18
임석진,66833,1997-10-10,2022,KIA,25,3B,10,17,14,4,1,0,0,1,4,1,0,0,2,1,0,9,1,0,0,0.071,0.235,0.286,0.521,0.251,46.4,-0.04,-0.15
김동엽,66838,1990-07-24,2016,SK,26,DH,57,150,143,19,48,8,0,6,74,23,2,1,5,1,0,41,3,0,1,0.336,0.36,0.517,0.878,0.388,118.6,0.56,0.24
김동엽,66838,1990-07-24,2017,SK,27,LF,125,428,393,58,109,18,1,22,195,70,2,4,23,9,1,62,6,0,3,0.277,0.329,0.496,0.826,0.356,103.6,1.46,1.12
김동엽,66838,1990-07-24,2018,SK,28,LF,124,446,421,58,106,15,0,27,202,76,11,2,17,4,0,108,13,1,3,0.252,0.285,0.48,0.765,0.321,77.8,-0.06,0.16
김동엽,66838,1990-07-24,2019,삼성,29,DH,60,211,195,15,42,4,1,6,66,25,2,1,12,2,0,47,2,0,2,0.215,0.265,0.338,0.604,0.279,60.7,-0.85,0.08
김동엽,66838,1990-07-24,2020,삼성,30,DH,115,451,413,60,129,21,0,20,210,74,4,4,29,4,0,79,14,1,4,0.312,0.36,0.508,0.869,0.385,123.6,2.24,1.59
김동엽,66838,1990-07-24,2021,삼성,31,LF,69,203,185,20,44,9,0,4,65,24,2,1,10,4,0,42,2,0,4,0.238,0.286,0.351,0.637,0.297,70.2,-0.28,-0.53
김동엽,66838,1990-07-24,2022,삼성,32,DH,30,100,95,9,21,5,0,2,32,4,0,3,4,0,0,22,1,0,1,0.221,0.25,0.337,0.587,0.268,58.4,-0.48,-0.41
김동엽,66838,1990-07-24,2023,삼성,33,DH,69,182,165,20,42,7,0,5,64,18,1,1,13,2,0,29,8,0,2,0.255,0.313,0.388,0.701,0.327,94.0,0.21,-0.48
김주한,66859,1993-02-03,2016,SK,23,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김주한,66859,1993-02-03,2017,SK,24,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김주한,66859,1993-02-03,2020,SK,27,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
안상현,66864,1997-01-27,2018,SK,21,,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.46,170.0,0.03,0.0
안상현,66864,1997-01-27,2019,SK,22,2B,65,108,102,14,24,3,0,0,27,5,7,3,4,0,0,28,3,1,1,0.235,0.262,0.265,0.526,0.247,42.0,-0.29,-0.12
안상현,66864,1997-01-27,2021,SSG,24,2B,37,40,39,9,10,2,0,1,15,4,3,1,1,0,0,15,0,0,0,0.256,0.275,0.385,0.66,0.304,73.9,0.07,-0.11
안상현,66864,1997-01-27,2022,SSG,25,2B,46,47,38,12,6,0,0,2,12,5,2,0,5,1,0,12,2,3,0,0.158,0.273,0.316,0.589,0.261,50.6,0.03,-0.29
안상현,66864,1997-01-27,2023,SSG,26,2B,58,66,58,10,14,3,0,0,17,2,3,1,5,0,0,15,1,3,0,0.241,0.302,0.293,0.595,0.275,64.0,0.07,-0.35
김찬형,66917,1997-12-29,2017,NC,20,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김찬형,66917,1997-12-29,2018,NC,21,SS,63,160,142,24,33,5,0,1,41,9,4,1,8,8,0,28,1,1,1,0.232,0.308,0.289,0.597,0.28,55.5,0.01,-0.52
김찬형,66917,1997-12-29,2019,NC,22,SS,76,154,141,16,39,4,2,1,50,12,3,4,6,4,0,21,1,2,1,0.277,0.322,0.355,0.677,0.313,85.3,0.36,-0.31
김찬형,66917,1997-12-29,2020,NC,23,SS,56,72,64,10,19,6,0,0,25,7,3,1,4,1,0,11,0,2,1,0.297,0.343,0.391,0.734,0.329,89.7,0.26,0.17
김찬형,66917,1997-12-29,2021,"NC,SSG",24,2B,88,161,132,20,30,7,0,2,43,7,0,0,16,4,0,32,1,9,0,0.227,0.329,0.326,0.655,0.301,72.6,0.41,0.02
김찬형,66917,1997-12-29,2021,SSG,24,2B,71,135,110,18,22,6,0,2,34,6,0,0,14,3,0,27,1,8,0,0.2,0.307,0.309,0.616,0.282,60.2,-0.0,-0.19
김찬형,66917,1997-12-29,2021,NC,24,2B,17,26,22,2,8,1,0,0,9,1,0,0,2,1,0,5,0,1,0,0.364,0.44,0.409,0.849,0.395,137.9,0.23,0.21
김찬형,66917,1997-12-29,2023,SSG,26,3B,36,53,48,6,11,3,0,1,17,5,0,0,2,1,0,10,1,2,0,0.229,0.275,0.354,0.629,0.283,67.6,0.06,0.32
최성영,66920,1997-04-28,2017,NC,20,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
최성영,66920,1997-04-28,2019,NC,22,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
박준영,66928,1997-08-05,2016,NC,19,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
박준영,66928,1997-08-05,2020,NC,23,SS,32,51,46,4,7,4,0,0,11,3,1,0,2,3,0,17,2,0,0,0.152,0.235,0.239,0.474,0.23,24.6,-0.18,-0.25
박준영,66928,1997-08-05,2021,NC,24,3B,111,315,273,37,57,7,2,8,92,31,4,3,27,10,0,92,9,3,2,0.209,0.301,0.337,0.638,0.302,73.0,0.43,-2.04
박준영,66928,1997-08-05,2022,NC,25,3B,75,240,208,27,45,8,1,4,67,19,7,2,27,1,0,54,6,3,1,0.216,0.308,0.322,0.63,0.295,78.9,0.53,-1.16
박준영,66928,1997-08-05,2023,두산,26,3B,51,138,127,16,28,7,2,4,51,17,2,1,9,2,1,53,0,0,0,0.22,0.283,0.402,0.684,0.312,90.5,0.48,0.76
정수민,66960,1990-04-01,2017,NC,27,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
정수민,66960,1990-04-01,2018,NC,28,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
정수민,66960,1990-04-01,2021,SSG,31,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
최우재,66963,1997-04-11,2021,NC,24,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.05,-0.01
이재율,66968,1993-05-02,2016,NC,23,CF,32,13,13,9,2,0,0,0,2,0,8,1,0,0,0,3,0,0,0,0.154,0.154,0.154,0.308,0.145,-37.7,-0.1,0.09
이재율,66968,1993-05-02,2017,NC,24,LF,52,27,24,16,4,0,0,0,4,1,9,1,0,2,0,9,0,1,0,0.167,0.231,0.167,0.397,0.193,-1.6,-0.19,-0.26
이재율,66968,1993-05-02,2018,NC,25,LF,33,45,41,8,7,1,1,0,10,1,3,1,2,2,0,10,0,0,0,0.171,0.244,0.244,0.488,0.23,26.6,-0.21,0.06
이재율,66968,1993-05-02,2020,NC,27,,25,10,9,9,4,1,0,0,5,3,4,1,1,0,0,1,1,0,0,0.444,0.5,0.556,1.056,0.485,192.3,0.23,0.02
이재율,66968,1993-05-02,2021,NC,28,LF,23,17,15,5,3,2,0,0,5,1,1,1,0,2,0,3,1,0,0,0.2,0.294,0.333,0.628,0.303,76.4,-0.11,-0.25
도태훈,66965,1993-03-18,2016,NC,23,3B,6,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0.167,0.286,0.167,0.452,0.245,28.3,-0.02,0.04
도태훈,66965,1993-03-18,2017,NC,24,3B,32,51,47,3,9,1,0,1,13,4,0,0,4,0,0,7,2,0,0,0.191,0.255,0.277,0.532,0.246,32.1,-0.22,-0.27
도태훈,66965,1993-03-18,2018,NC,25,3B,26,42,35,5,8,0,0,1,11,5,0,0,5,2,0,5,0,0,0,0.229,0.357,0.314,0.671,0.32,80.8,0.03,0.05
도태훈,66965,1993-03-18,2020,NC,27,3B,11,13,11,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0,0,0.182,0.308,0.182,0.49,0.258,43.5,-0.04,-0.18
도태훈,66965,1993-03-18,2021,NC,28,3B,77,76,66,10,12,1,0,1,16,9,1,0,6,4,0,14,3,0,0,0.182,0.29,0.242,0.532,0.269,52.4,-0.09,-0.57
도태훈,66965,1993-03-18,2022,NC,29,3B,90,163,139,18,30,7,0,2,43,13,0,0,13,1,0,23,5,7,3,0.216,0.282,0.309,0.591,0.265,58.6,-0.34,-1.8
도태훈,66965,1993-03-18,2023,NC,30,3B,117,302,239,41,56,6,0,5,77,23,2,1,38,17,1,48,8,7,1,0.234,0.376,0.322,0.698,0.337,103.4,1.36,-0.31
조원빈,66992,1993-04-10,2018,NC,25,SS,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-130.7,-0.02,0.0
홍현빈,67005,1997-08-29,2017,KT,20,CF,8,6,6,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,-132.7,-0.13,-0.09
홍현빈,67005,1997-08-29,2018,KT,21,LF,14,15,13,2,3,0,0,0,3,1,1,0,2,0,0,5,0,0,0,0.231,0.333,0.231,0.564,0.281,52.8,-0.02,-0.02
홍현빈,67005,1997-08-29,2020,KT,23,LF,40,24,18,5,0,0,0,0,0,1,0,1,5,0,1,5,0,1,0,0.0,0.217,0.0,0.217,0.128,-41.9,-0.36,-0.14
홍현빈,67005,1997-08-29,2021,KT,24,LF,43,12,11,8,2,0,0,0,2,0,0,1,0,0,0,8,0,1,0,0.182,0.182,0.182,0.364,0.16,-24.0,-0.32,0.13
홍현빈,67005,1997-08-29,2022,KT,25,RF,61,92,76,8,18,2,0,0,20,1,4,0,10,0,0,26,1,6,0,0.237,0.326,0.263,0.589,0.271,60.2,-0.04,-0.77
홍현빈,67005,1997-08-29,2023,KT,26,CF,44,86,73,15,17,2,0,0,19,1,2,0,13,0,0,21,2,0,0,0.233,0.349,0.26,0.609,0.308,81.3,0.31,-0.55
안치영,67006,1998-05-29,2017,KT,19,3B,21,22,18,4,3,1,0,0,4,0,1,2,1,1,0,6,0,2,0,0.167,0.25,0.222,0.472,0.209,6.0,-0.26,-0.26
안치영,67006,1998-05-29,2019,KT,21,3B,5,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0.167,0.286,0.167,0.452,0.242,38.2,-0.02,-0.15
안치영,67006,1998-05-29,2023,KT,25,RF,76,136,124,20,36,3,1,0,41,9,7,1,6,2,0,35,1,3,1,0.29,0.331,0.331,0.662,0.31,82.6,0.28,-0.78
이대은,67008,1989-03-23,2019,KT,30,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
이대은,67008,1989-03-23,2020,KT,31,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
이대은,67008,1989-03-23,2021,KT,32,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
로하스,67025,1990-05-24,2017,KT,27,CF,83,367,336,52,101,27,3,18,188,56,5,8,23,5,0,81,6,0,3,0.301,0.352,0.56,0.911,0.388,124.7,2.53,1.44
로하스,67025,1990-05-24,2018,KT,28,CF,144,645,564,114,172,30,1,43,333,114,18,13,71,7,4,142,10,1,2,0.305,0.388,0.59,0.979,0.41,138.5,5.66,5.41
로하스,67025,1990-05-24,2019,KT,29,CF,142,576,520,68,167,29,3,24,274,104,4,4,48,3,5,120,4,0,5,0.321,0.379,0.527,0.905,0.405,151.3,5.49,1.2
로하스,67025,1990-05-24,2020,KT,30,RF,142,628,550,116,192,39,1,47,374,135,0,1,65,5,5,132,11,0,8,0.349,0.417,0.68,1.097,0.467,180.5,7.76,7.29
모넬,67024,1986-03-27,2017,KT,31,1B,28,105,85,10,14,4,0,2,24,9,2,1,17,1,1,28,2,0,2,0.165,0.305,0.282,0.587,0.276,50.2,-0.55,-0.22
조병욱,67045,1998-06-08,2020,KT,22,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
이정현,67048,1997-12-05,2022,KT,25,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
문상인,67063,1998-01-31,2020,KT,22,C,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.0,-0.04,-0.03
문상인,67063,1998-01-31,2022,KT,24,,12,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.06,-0.01
문상인,67063,1998-01-31,2023,KT,25,C,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,,,0.728,,0.01,0.0
이종혁,67066,1997-05-29,2018,KT,21,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
이재근,67092,1995-01-15,2017,KT,22,,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,-132.7,-0.1,-0.01
오석주,67116,1998-04-14,2023,LG,25,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
